puesto,estado,ciudad,ap,indice,variacion,variacion_anual,peso_1,peso_100
528,BAJA CALIFORNIA SUR,"La Paz, B.C.S.",Energéticos y Tarifas Autorizadas por el Gobierno,124.236,2.69,-2.64,0.0011,0.11
529,CAMPECHE,"Campeche, Camp.",Vivienda,105.161,0.48,1.51,0.0011,0.11
530,CAMPECHE,"Campeche, Camp.",Otros servicios,107.251,-0.34,1.41,0.0011,0.11
531,CHIAPAS,"Tapachula, Chis.",Vivienda,109.501,0.03,3.03,0.0011,0.11
532,DURANGO,"Durango, Dgo.",Vivienda,106.251,0.38,2.69,0.0011,0.11
533,ESTADO DE MEXICO,"Atlacomulco, Edo. de Méx.",Mercancías no alimenticias,106.959,0.31,4.53,0.0011,0.11
534,ESTADO DE MEXICO,"Atlacomulco, Edo. de Méx.",Otros servicios,106.287,-0.1,1.74,0.0011,0.11
535,GUERRERO,"Acapulco, Gro.",Otros servicios,110.731,0.07,2.23,0.0011,0.11
536,GUERRERO,"Acapulco, Gro.",Agropecuarios,112.044,-0.73,0.05,0.0011,0.11
537,JALISCO,"Tepatitlán, Jal.",Resto de Agropecuarios,111.591,0.26,4.16,0.0011,0.11
538,MICHOACAN,"Jacona, Mich.",Resto de Agropecuarios,111.893,0.27,4.47,0.0011,0.11
539,NAYARIT,"Tepic, Nay.",Agropecuarios,112.511,0.51,3.17,0.0011,0.11
540,QUINTANAROO,"Chetumal, Q. Roo.",Mercancías no alimenticias,110.61,0.31,4.93,0.0011,0.11
541,QUINTANAROO,"Chetumal, Q. Roo.",No Subyacente,115.916,0,1.44,0.0011,0.11
542,TLAXCALA,"Tlaxcala, Tlax.",Agropecuarios,110.538,0.74,-1.58,0.0011,0.11
543,VERACRUZ,"Veracruz, Ver.",Agropecuarios,109.385,-1.08,-1.05,0.0011,0.11
544,VERACRUZ,"San Andrés Tuxtla, Ver.",Otros servicios,109.953,0.42,3.4,0.0011,0.11
545,VERACRUZ,"San Andrés Tuxtla, Ver.",Agropecuarios,118.279,2.18,5.91,0.0011,0.11
546,ZACATECAS,"Fresnillo, Zac.",Mercancías no alimenticias,111.424,-0.16,4.84,0.0011,0.11
547,BAJA CALIFORNIA SUR,"La Paz, B.C.S.",Energéticos,127.842,2.99,-2.89,0.001,0.1
548,CAMPECHE,"Campeche, Camp.",Energéticos y Tarifas Autorizadas por el Gobierno,116.8,2.02,1.6,0.001,0.1
549,CHIAPAS,"Tapachula, Chis.",Energéticos y Tarifas Autorizadas por el Gobierno,108.423,0.89,3.63,0.001,0.1
550,CHIHUAHUA,"Jiménez, Chih.",Energéticos,108.666,2.62,-0.6,0.001,0.1
551,COAHUILA,"Monclova, Coah.",No Subyacente,111.064,1.25,0.86,0.001,0.1
552,COAHUILA,"Saltillo, Coah.",Energéticos,97.794,2.41,-3.56,0.001,0.1
553,DURANGO,"Durango, Dgo.",Energéticos,103.544,3.74,-0.53,0.001,0.1
554,ESTADO DE MEXICO,"Toluca, Edo. de Méx.",Educación,112.043,0,1.72,0.001,0.1
555,GUERRERO,"Acapulco, Gro.",Vivienda,104.06,0.01,2.17,0.001,0.1
556,HIDALGO,"Tulancingo, Hgo.",No Subyacente,105.319,1.59,2.08,0.001,0.1
557,NAYARIT,"Tepic, Nay.",Energéticos,102.964,4.35,1.04,0.001,0.1
558,OAXACA,"Oaxaca, Oax.",Resto de Agropecuarios,119.866,0.23,6.7,0.001,0.1
559,OAXACA,"Tehuantepec, Oax.",Vivienda,101.026,0,0.15,0.001,0.1
560,OAXACA,"Tehuantepec, Oax.",Otros servicios,109.562,0.32,-1.18,0.001,0.1
561,SONORA,"Esperanza, Son.",Vivienda,104.264,0.46,2.78,0.001,0.1
562,SONORA,"Esperanza, Son.",Energéticos y Tarifas Autorizadas por el Gobierno,132.607,1.15,1.22,0.001,0.1
563,TAMAULIPAS,"Matamoros, Tamps.",Agropecuarios,111.764,0.33,2.65,0.001,0.1
564,TLAXCALA,"Tlaxcala, Tlax.",Vivienda,104.923,-0.1,1.71,0.001,0.1
565,YUCATAN,"Mérida, Yuc.",Resto de Agropecuarios,113.213,0.92,5.47,0.001,0.1
566,ZACATECAS,"Zacatecas, Zac.",Mercancías no alimenticias,108.888,0.77,3.55,0.001,0.1
567,ZACATECAS,"Zacatecas, Zac.",No Subyacente,105.788,1.17,0.93,0.001,0.1
568,AGUASCALIENTES,"Aguascalientes, Ags.",Agropecuarios,115.408,1.88,2.43,0.0009,0.09
569,BAJA CALIFORNIA,"Mexicali, B.C.",Resto de Agropecuarios,114.442,1.43,8.53,0.0009,0.09
570,BAJA CALIFORNIA,"Tijuana, B.C.",Resto de Agropecuarios,114.338,0.89,10.52,0.0009,0.09
571,CAMPECHE,"Campeche, Camp.",Agropecuarios,106.663,-1.48,0.36,0.0009,0.09
572,CHIAPAS,"Tapachula, Chis.",Otros servicios,110.009,-0.61,5.11,0.0009,0.09
573,CHIAPAS,"Tapachula, Chis.",Resto de Agropecuarios,108.196,-3.54,5.59,0.0009,0.09
574,CHIAPAS,"Tuxtla Gutiérrez, Chis.",Frutas y Verduras,106.417,-2.37,-4.24,0.0009,0.09
575,CHIHUAHUA,"Cd. Juárez, Chih.",Agropecuarios,114.745,-2.67,5.35,0.0009,0.09
576,CHIHUAHUA,"Jiménez, Chih.",Otros servicios,108.182,0.77,3.25,0.0009,0.09
577,COAHUILA,"Torreón, Coah.",Agropecuarios,110.96,-1.08,-0.76,0.0009,0.09
578,COLIMA,"Colima, Col.",Vivienda,104.674,0.26,1.32,0.0009,0.09
579,ESTADO DE MEXICO,"Atlacomulco, Edo. de Méx.",Vivienda,103.524,0,2.32,0.0009,0.09
580,ESTADO DE MEXICO,"Atlacomulco, Edo. de Méx.",Agropecuarios,110.892,5.1,-2.93,0.0009,0.09
581,GUANAJUATO,"León, Gto.",Educación,106.266,0,-2.24,0.0009,0.09
582,GUANAJUATO,"León, Gto.",Resto de Agropecuarios,112.179,1.82,7.39,0.0009,0.09
583,MICHOACAN,"Morelia, Mich.",Resto de Agropecuarios,109.852,0.45,3.94,0.0009,0.09
584,MICHOACAN,"Jacona, Mich.",Frutas y Verduras,116.229,-1.38,-1.11,0.0009,0.09
585,OAXACA,"Tehuantepec, Oax.",Energéticos y Tarifas Autorizadas por el Gobierno,114.757,2.79,4.86,0.0009,0.09
586,PUEBLA,"Izúcar de Matamoros, Pue.",Vivienda,102.263,0,1.04,0.0009,0.09
587,PUEBLA,"Izúcar de Matamoros, Pue.",Agropecuarios,115.074,0.75,0.86,0.0009,0.09
588,PUEBLA,"Izúcar de Matamoros, Pue.",Energéticos,108.152,5.26,7.02,0.0009,0.09
589,SAN LUIS POTOSI,"San Luis Potosí, S.L.P.",Educación,110.631,0,1.96,0.0009,0.09
590,SAN LUIS POTOSI,"San Luis Potosí, S.L.P.",Frutas y Verduras,115.422,0.84,-0.31,0.0009,0.09
591,SAN LUIS POTOSI,"San Luis Potosí, S.L.P.",Resto de Agropecuarios,119.413,1.6,7.74,0.0009,0.09
592,SINALOA,"Culiacán, Sin.",Frutas y Verduras,112.513,-1.58,2.84,0.0009,0.09
593,SINALOA,"Culiacán, Sin.",Tarifas Autorizadas por Gobierno,110.772,1.91,1.7,0.0009,0.09
594,SONORA,"Huatabampo, Son.",Energéticos y Tarifas Autorizadas por el Gobierno,128.429,2.44,1.06,0.0009,0.09
595,VERACRUZ,"Coatzacoalcos, Ver.",Energéticos y Tarifas Autorizadas por el Gobierno,117.727,3.28,3.84,0.0009,0.09
596,ZACATECAS,"Fresnillo, Zac.",Otros servicios,108.197,0.1,0.09,0.0009,0.09
597,CHIAPAS,"Tapachula, Chis.",Frutas y Verduras,101.429,-6.02,-5.4,0.0008,0.08
598,CHIHUAHUA,"Chihuahua, Chih.",Agropecuarios,114.989,-0.56,5.83,0.0008,0.08
599,CHIHUAHUA,"Jiménez, Chih.",Vivienda,109.252,0,3.34,0.0008,0.08
600,COAHUILA,"Monclova, Coah.",Alimentos,114.876,0.42,7.23,0.0008,0.08
601,COAHUILA,"Monclova, Coah.",Mercancías no alimenticias,108.505,0.74,4.14,0.0008,0.08
602,COLIMA,"Colima, Col.",Energéticos,106.592,4.04,-2.42,0.0008,0.08
603,DURANGO,"Durango, Dgo.",Agropecuarios,113.608,-1.11,0.11,0.0008,0.08
604,ESTADO DE MEXICO,"Atlacomulco, Edo. de Méx.",Energéticos,109.088,6.21,6.41,0.0008,0.08
605,GUANAJUATO,"León, Gto.",Frutas y Verduras,107.509,0.93,-8.16,0.0008,0.08
606,GUANAJUATO,"Cortazar, Gto.",Tarifas Autorizadas por Gobierno,115.7,0.23,2.74,0.0008,0.08
607,GUERRERO,"Iguala, Gro.",Resto de Agropecuarios,107.379,-1.79,3.33,0.0008,0.08
608,GUERRERO,"Iguala, Gro.",Tarifas Autorizadas por Gobierno,100.929,0.02,0.03,0.0008,0.08
609,HIDALGO,"Tulancingo, Hgo.",Alimentos,118.58,0.64,9.68,0.0008,0.08
610,HIDALGO,"Pachuca, Hgo.",Frutas y Verduras,111.922,2.98,-8.64,0.0008,0.08
611,HIDALGO,"Pachuca, Hgo.",Resto de Agropecuarios,116.766,1.98,12.17,0.0008,0.08
612,JALISCO,"Tepatitlán, Jal.",Frutas y Verduras,121.16,1.98,6.1,0.0008,0.08
613,MICHOACAN,"Morelia, Mich.",Frutas y Verduras,104.209,2.89,-7.32,0.0008,0.08
614,MORELOS,"Cuernavaca, Mor.",Frutas y Verduras,107.067,0.52,-6.3,0.0008,0.08
615,MORELOS,"Cuernavaca, Mor.",Resto de Agropecuarios,119.659,0.56,10.97,0.0008,0.08
616,MORELOS,"Cuernavaca, Mor.",Tarifas Autorizadas por Gobierno,104.629,1.29,0.28,0.0008,0.08
617,OAXACA,"Oaxaca, Oax.",Tarifas Autorizadas por Gobierno,109.772,0.01,1.5,0.0008,0.08
618,QUERETARO,"Querétaro, Qro.",Frutas y Verduras,114.218,1.91,-5.59,0.0008,0.08
619,QUINTANAROO,"Chetumal, Q. Roo.",Otros servicios,106.45,0.44,2.35,0.0008,0.08
620,QUINTANAROO,"Cancún, Q. Roo.",Agropecuarios,106.66,-0.52,-1.99,0.0008,0.08
621,SAN LUIS POTOSI,"San Luis Potosí, S.L.P.",Tarifas Autorizadas por Gobierno,110.336,0.4,1.89,0.0008,0.08
622,SINALOA,"Culiacán, Sin.",Educación,107.34,0,-0.29,0.0008,0.08
623,SONORA,"Huatabampo, Son.",Otros servicios,106.496,-0.16,0.9,0.0008,0.08
624,SONORA,"Esperanza, Son.",Energéticos,139.785,1.34,1.04,0.0008,0.08
625,TABASCO,"Villahermosa, Tab.",Tarifas Autorizadas por Gobierno,114.706,1.85,1.91,0.0008,0.08
626,TAMAULIPAS,"Tampico, Tamps.",Educación,110.886,0,3.58,0.0008,0.08
627,TAMAULIPAS,"Tampico, Tamps.",Resto de Agropecuarios,104.233,0.83,1.31,0.0008,0.08
628,TAMAULIPAS,"Tampico, Tamps.",Tarifas Autorizadas por Gobierno,107.301,0.61,2.15,0.0008,0.08
629,TLAXCALA,"Tlaxcala, Tlax.",Energéticos,108.488,4.68,6.6,0.0008,0.08
630,VERACRUZ,"Córdoba, Ver.",Educación,108.764,0,0.4,0.0008,0.08
631,VERACRUZ,"Coatzacoalcos, Ver.",Agropecuarios,113.092,0.81,2.91,0.0008,0.08
632,ZACATECAS,"Fresnillo, Zac.",Energéticos y Tarifas Autorizadas por el Gobierno,100.021,0.93,-0.49,0.0008,0.08
633,ZACATECAS,"Zacatecas, Zac.",Alimentos,114.484,0.24,5.32,0.0008,0.08
634,ZACATECAS,"Zacatecas, Zac.",Otros servicios,108.191,-0.01,2.73,0.0008,0.08
635,BAJA CALIFORNIA,"Tijuana, B.C.",Frutas y Verduras,118.43,-1.9,-1.84,0.0007,0.07
636,CAMPECHE,"Campeche, Camp.",Energéticos,123.508,2.71,2.08,0.0007,0.07
637,CHIAPAS,"Tapachula, Chis.",Energéticos,106.256,1.3,1.48,0.0007,0.07
638,COAHUILA,"Saltillo, Coah.",Agropecuarios,112.119,0.55,3.05,0.0007,0.07
639,COLIMA,"Colima, Col.",Agropecuarios,112.437,0.06,3.4,0.0007,0.07
640,GUERRERO,"Acapulco, Gro.",Resto de Agropecuarios,116.166,-0.79,7.79,0.0007,0.07
641,GUERRERO,"Iguala, Gro.",Frutas y Verduras,108.546,1.06,-7.24,0.0007,0.07
642,HIDALGO,"Tulancingo, Hgo.",Mercancías no alimenticias,109.739,0.25,4.19,0.0007,0.07
643,HIDALGO,"Pachuca, Hgo.",Tarifas Autorizadas por Gobierno,102.612,0.02,1,0.0007,0.07
644,MICHOACAN,"Morelia, Mich.",Tarifas Autorizadas por Gobierno,111.072,0.12,0.45,0.0007,0.07
645,NAYARIT,"Tepic, Nay.",Resto de Agropecuarios,110.749,0.55,4.65,0.0007,0.07
646,OAXACA,"Tehuantepec, Oax.",Resto de Agropecuarios,115.55,0.84,5.15,0.0007,0.07
647,QUERETARO,"Querétaro, Qro.",Educación,111.533,0,2.74,0.0007,0.07
648,QUERETARO,"Querétaro, Qro.",Resto de Agropecuarios,116.415,0.53,7.96,0.0007,0.07
649,QUERETARO,"Querétaro, Qro.",Tarifas Autorizadas por Gobierno,122.827,0.01,1.83,0.0007,0.07
650,QUINTANAROO,"Chetumal, Q. Roo.",Vivienda,104.275,0,1.96,0.0007,0.07
651,QUINTANAROO,"Cancún, Q. Roo.",Energéticos,123.538,2.94,2.47,0.0007,0.07
652,SONORA,"Hermosillo, Son.",Resto de Agropecuarios,114.326,0.33,4.9,0.0007,0.07
653,SONORA,"Huatabampo, Son.",Vivienda,102.973,0,0.82,0.0007,0.07
654,SONORA,"Huatabampo, Son.",Energéticos,134.083,2.94,0.58,0.0007,0.07
655,TABASCO,"Villahermosa, Tab.",Frutas y Verduras,122.172,-0.2,2.45,0.0007,0.07
656,VERACRUZ,"Veracruz, Ver.",Resto de Agropecuarios,112.909,0.22,7.85,0.0007,0.07
657,VERACRUZ,"Veracruz, Ver.",Energéticos,127.747,3,4.34,0.0007,0.07
658,VERACRUZ,"San Andrés Tuxtla, Ver.",Resto de Agropecuarios,121.451,1.75,13.67,0.0007,0.07
659,VERACRUZ,"San Andrés Tuxtla, Ver.",Energéticos y Tarifas Autorizadas por el Gobierno,113.331,2.46,5.28,0.0007,0.07
660,ZACATECAS,"Fresnillo, Zac.",Agropecuarios,113.436,0.02,0.62,0.0007,0.07
661,ZACATECAS,"Fresnillo, Zac.",Energéticos,98.046,0.97,-2.01,0.0007,0.07
662,BAJA CALIFORNIA,"Mexicali, B.C.",Frutas y Verduras,112.351,-1.57,-5.24,0.0006,0.06
663,BAJA CALIFORNIA SUR,"La Paz, B.C.S.",Agropecuarios,111.123,-0.73,2.97,0.0006,0.06
664,CAMPECHE,"Campeche, Camp.",Resto de Agropecuarios,110.117,0.34,6.31,0.0006,0.06
665,CHIAPAS,"Tuxtla Gutiérrez, Chis.",Tarifas Autorizadas por Gobierno,111.191,0.4,9.31,0.0006,0.06
666,CHIHUAHUA,"Cd. Juárez, Chih.",Tarifas Autorizadas por Gobierno,115.877,1.85,6.98,0.0006,0.06
667,CHIHUAHUA,"Jiménez, Chih.",Agropecuarios,112.764,0.08,5.32,0.0006,0.06
668,COAHUILA,"Monclova, Coah.",Otros servicios,107.058,-0.42,1.14,0.0006,0.06
669,COAHUILA,"Monclova, Coah.",Energéticos y Tarifas Autorizadas por el Gobierno,111.008,2.03,0.45,0.0006,0.06
670,COAHUILA,"Cd. Acuña, Coah.",Agropecuarios,108.212,-0.24,-1.19,0.0006,0.06
671,GUERRERO,"Acapulco, Gro.",Energéticos,110.031,2.09,1.37,0.0006,0.06
672,GUERRERO,"Acapulco, Gro.",Tarifas Autorizadas por Gobierno,111.865,0.01,1.21,0.0006,0.06
673,GUERRERO,"Iguala, Gro.",Energéticos,118.365,3.16,7.3,0.0006,0.06
674,HIDALGO,"Tulancingo, Hgo.",Vivienda,104.99,0,2.03,0.0006,0.06
675,HIDALGO,"Pachuca, Hgo.",Educación,106.618,0,-0.32,0.0006,0.06
676,MORELOS,"Cuernavaca, Mor.",Educación,107.264,0,-0.22,0.0006,0.06
677,OAXACA,"Oaxaca, Oax.",Educación,106.647,0,0.13,0.0006,0.06
678,OAXACA,"Tehuantepec, Oax.",Energéticos,118.671,4.25,7.43,0.0006,0.06
679,QUINTANAROO,"Chetumal, Q. Roo.",Energéticos y Tarifas Autorizadas por el Gobierno,119.912,1,-0.01,0.0006,0.06
680,QUINTANAROO,"Cancún, Q. Roo.",Tarifas Autorizadas por Gobierno,112.016,0.02,1.14,0.0006,0.06
681,TAMAULIPAS,"Matamoros, Tamps.",Resto de Agropecuarios,110.376,0.27,2.56,0.0006,0.06
682,TLAXCALA,"Tlaxcala, Tlax.",Frutas y Verduras,104.359,1.84,-10,0.0006,0.06
683,VERACRUZ,"Coatzacoalcos, Ver.",Energéticos,124.724,4.86,5.61,0.0006,0.06
684,YUCATAN,"Mérida, Yuc.",Tarifas Autorizadas por Gobierno,101.607,-0.19,0.78,0.0006,0.06
685,ZACATECAS,"Fresnillo, Zac.",Vivienda,102.27,0.19,1.71,0.0006,0.06
686,ZACATECAS,"Zacatecas, Zac.",Vivienda,103.333,0.13,0.82,0.0006,0.06
687,ZACATECAS,"Zacatecas, Zac.",Energéticos y Tarifas Autorizadas por el Gobierno,100.796,2.15,-0.81,0.0006,0.06
688,AGUASCALIENTES,"Aguascalientes, Ags.",Tarifas Autorizadas por Gobierno,118.591,0.31,1.7,0.0005,0.05
689,BAJA CALIFORNIA,"Mexicali, B.C.",Educación,109.699,0,1.74,0.0005,0.05
690,BAJA CALIFORNIA,"Mexicali, B.C.",Tarifas Autorizadas por Gobierno,108.806,0.37,-1.42,0.0005,0.05
691,BAJA CALIFORNIA,"Tijuana, B.C.",Educación,110.451,0,2.39,0.0005,0.05
692,CHIHUAHUA,"Cd. Juárez, Chih.",Resto de Agropecuarios,111.478,-3.33,2.71,0.0005,0.05
693,CHIHUAHUA,"Chihuahua, Chih.",Educación,112.497,0,4.27,0.0005,0.05
694,CHIHUAHUA,"Chihuahua, Chih.",Resto de Agropecuarios,112.849,-0.08,6.72,0.0005,0.05
695,COAHUILA,"Torreón, Coah.",Educación,111.674,0,5.21,0.0005,0.05
696,COAHUILA,"Torreón, Coah.",Resto de Agropecuarios,111.53,-2.73,3.2,0.0005,0.05
697,COAHUILA,"Torreón, Coah.",Tarifas Autorizadas por Gobierno,117.585,1.13,1.18,0.0005,0.05
698,COAHUILA,"Monclova, Coah.",Vivienda,106.551,0.3,2.35,0.0005,0.05
699,COAHUILA,"Monclova, Coah.",Energéticos,112.13,2.26,0.23,0.0005,0.05
700,COAHUILA,"Saltillo, Coah.",Tarifas Autorizadas por Gobierno,115.314,-0.62,1.18,0.0005,0.05
701,DURANGO,"Durango, Dgo.",Resto de Agropecuarios,114.956,-0.97,1.23,0.0005,0.05
702,ESTADO DE MEXICO,"Atlacomulco, Edo. de Méx.",Frutas y Verduras,103.461,8.12,-15.05,0.0005,0.05
703,HIDALGO,"Tulancingo, Hgo.",Otros servicios,108.633,-0.01,2.83,0.0005,0.05
704,HIDALGO,"Tulancingo, Hgo.",Agropecuarios,108.146,1.28,1.88,0.0005,0.05
705,HIDALGO,"Tulancingo, Hgo.",Energéticos y Tarifas Autorizadas por el Gobierno,102.606,1.9,2.28,0.0005,0.05
706,JALISCO,"Tepatitlán, Jal.",Educación,113.772,0,4.55,0.0005,0.05
707,MICHOACAN,"Jacona, Mich.",Educación,111.808,0,7.18,0.0005,0.05
708,MICHOACAN,"Jacona, Mich.",Tarifas Autorizadas por Gobierno,109.337,0.16,2.35,0.0005,0.05
709,OAXACA,"Tehuantepec, Oax.",Frutas y Verduras,124.402,-0.08,8.5,0.0005,0.05
710,PUEBLA,"Izúcar de Matamoros, Pue.",Frutas y Verduras,111.328,1.89,-3.93,0.0005,0.05
711,QUINTANAROO,"Cancún, Q. Roo.",Resto de Agropecuarios,108.364,0.47,4.18,0.0005,0.05
712,SONORA,"Hermosillo, Son.",Educación,108.049,0,2.9,0.0005,0.05
713,SONORA,"Hermosillo, Son.",Frutas y Verduras,105.222,0.55,-2.37,0.0005,0.05
714,SONORA,"Hermosillo, Son.",Tarifas Autorizadas por Gobierno,102.242,0.22,0.84,0.0005,0.05
715,SONORA,"Huatabampo, Son.",Agropecuarios,112.599,0.84,4.3,0.0005,0.05
716,SONORA,"Esperanza, Son.",Agropecuarios,111.057,1.15,6.51,0.0005,0.05
717,TABASCO,"Villahermosa, Tab.",Educación,110.837,0,2.2,0.0005,0.05
718,TAMAULIPAS,"Tampico, Tamps.",Frutas y Verduras,117.092,2.44,15.57,0.0005,0.05
719,TAMAULIPAS,"Matamoros, Tamps.",Tarifas Autorizadas por Gobierno,111.197,2.58,1.43,0.0005,0.05
720,TLAXCALA,"Tlaxcala, Tlax.",Resto de Agropecuarios,118.641,-0.49,10.31,0.0005,0.05
721,TLAXCALA,"Tlaxcala, Tlax.",Tarifas Autorizadas por Gobierno,102.737,0.01,-0.57,0.0005,0.05
722,VERACRUZ,"Veracruz, Ver.",Frutas y Verduras,104.277,-3.06,-12.38,0.0005,0.05
723,VERACRUZ,"Veracruz, Ver.",Tarifas Autorizadas por Gobierno,108.238,0.08,2.07,0.0005,0.05
724,VERACRUZ,"San Andrés Tuxtla, Ver.",Energéticos,117.039,3.67,7.46,0.0005,0.05
725,VERACRUZ,"Coatzacoalcos, Ver.",Resto de Agropecuarios,113.993,0.77,7.45,0.0005,0.05
726,YUCATAN,"Mérida, Yuc.",Educación,111.236,0,-0.96,0.0005,0.05
727,YUCATAN,"Mérida, Yuc.",Frutas y Verduras,108.235,-7.81,-5.64,0.0005,0.05
728,ZACATECAS,"Zacatecas, Zac.",Energéticos,97.212,2.64,-1.79,0.0005,0.05
729,AGUASCALIENTES,"Aguascalientes, Ags.",Educación,114.876,0,3.6,0.0004,0.04
730,AGUASCALIENTES,"Aguascalientes, Ags.",Frutas y Verduras,110.099,2.69,-4.59,0.0004,0.04
731,AGUASCALIENTES,"Aguascalientes, Ags.",Resto de Agropecuarios,120.544,1.17,9.54,0.0004,0.04
732,BAJA CALIFORNIA SUR,"La Paz, B.C.S.",Resto de Agropecuarios,111.022,0.15,4.61,0.0004,0.04
733,CHIAPAS,"Tuxtla Gutiérrez, Chis.",Educación,108.834,0,2.63,0.0004,0.04
734,CHIHUAHUA,"Cd. Juárez, Chih.",Educación,109.567,0,2.46,0.0004,0.04
735,CHIHUAHUA,"Cd. Juárez, Chih.",Frutas y Verduras,119.154,-1.82,8.87,0.0004,0.04
736,COAHUILA,"Torreón, Coah.",Frutas y Verduras,110.251,1.07,-5.33,0.0004,0.04
737,COAHUILA,"Saltillo, Coah.",Resto de Agropecuarios,113.983,0.8,4.75,0.0004,0.04
738,COLIMA,"Colima, Col.",Resto de Agropecuarios,110.07,0.07,5.45,0.0004,0.04
739,COLIMA,"Colima, Col.",Tarifas Autorizadas por Gobierno,104.837,0.01,1.21,0.0004,0.04
740,DURANGO,"Durango, Dgo.",Frutas y Verduras,111.954,-1.29,-1.26,0.0004,0.04
741,ESTADO DE MEXICO,"Atlacomulco, Edo. de Méx.",Resto de Agropecuarios,119.869,2.13,14.02,0.0004,0.04
742,ESTADO DE MEXICO,"Atlacomulco, Edo. de Méx.",Tarifas Autorizadas por Gobierno,117.547,0.02,0.54,0.0004,0.04
743,GUERRERO,"Acapulco, Gro.",Frutas y Verduras,105.656,-0.63,-10.86,0.0004,0.04
744,MICHOACAN,"Morelia, Mich.",Educación,110.824,0,2.08,0.0004,0.04
745,NAYARIT,"Tepic, Nay.",Frutas y Verduras,115.673,0.44,0.72,0.0004,0.04
746,PUEBLA,"Izúcar de Matamoros, Pue.",Resto de Agropecuarios,120.256,-0.67,7.73,0.0004,0.04
747,QUINTANAROO,"Chetumal, Q. Roo.",Agropecuarios,110.264,-1.51,3.74,0.0004,0.04
748,QUINTANAROO,"Chetumal, Q. Roo.",Energéticos,118.16,1.44,-1.13,0.0004,0.04
749,TAMAULIPAS,"Matamoros, Tamps.",Educación,106.728,0,2.41,0.0004,0.04
750,TAMAULIPAS,"Matamoros, Tamps.",Frutas y Verduras,114.09,0.44,2.8,0.0004,0.04
751,VERACRUZ,"Veracruz, Ver.",Educación,110.133,0,1.73,0.0004,0.04
752,VERACRUZ,"San Andrés Tuxtla, Ver.",Frutas y Verduras,112.807,2.99,-5.99,0.0004,0.04
753,ZACATECAS,"Fresnillo, Zac.",Frutas y Verduras,106.213,1.08,-4.44,0.0004,0.04
754,ZACATECAS,"Zacatecas, Zac.",Agropecuarios,112.642,0,3.16,0.0004,0.04
755,CAMPECHE,"Campeche, Camp.",Frutas y Verduras,100.006,-5.15,-10.29,0.0003,0.03
756,CAMPECHE,"Campeche, Camp.",Tarifas Autorizadas por Gobierno,100.597,0.02,0.19,0.0003,0.03
757,CHIAPAS,"Tapachula, Chis.",Tarifas Autorizadas por Gobierno,113.33,0.04,8.53,0.0003,0.03
758,CHIHUAHUA,"Chihuahua, Chih.",Frutas y Verduras,118.298,-1.28,4.56,0.0003,0.03
759,CHIHUAHUA,"Chihuahua, Chih.",Tarifas Autorizadas por Gobierno,115.943,1.55,3.98,0.0003,0.03
760,CHIHUAHUA,"Jiménez, Chih.",Frutas y Verduras,112.008,-0.04,2.4,0.0003,0.03
761,CHIHUAHUA,"Jiménez, Chih.",Resto de Agropecuarios,113.378,0.17,7.78,0.0003,0.03
762,COAHUILA,"Monclova, Coah.",Agropecuarios,111.169,-0.17,1.65,0.0003,0.03
763,COAHUILA,"Cd. Acuña, Coah.",Educación,111.142,0,4.03,0.0003,0.03
764,COAHUILA,"Cd. Acuña, Coah.",Frutas y Verduras,106.913,1.68,-3.07,0.0003,0.03
765,COAHUILA,"Cd. Acuña, Coah.",Resto de Agropecuarios,109.19,-1.61,0.24,0.0003,0.03
766,COAHUILA,"Cd. Acuña, Coah.",Tarifas Autorizadas por Gobierno,110.408,0.64,1.42,0.0003,0.03
767,COAHUILA,"Saltillo, Coah.",Educación,107.814,0,1.35,0.0003,0.03
768,COAHUILA,"Saltillo, Coah.",Frutas y Verduras,109.042,0.14,0.25,0.0003,0.03
769,COLIMA,"Colima, Col.",Frutas y Verduras,116.436,0.04,0.29,0.0003,0.03
770,HIDALGO,"Tulancingo, Hgo.",Resto de Agropecuarios,112.613,1.92,9.05,0.0003,0.03
771,HIDALGO,"Tulancingo, Hgo.",Energéticos,102.663,3.11,3.68,0.0003,0.03
772,JALISCO,"Tepatitlán, Jal.",Tarifas Autorizadas por Gobierno,115.582,1.08,1.13,0.0003,0.03
773,NAYARIT,"Tepic, Nay.",Tarifas Autorizadas por Gobierno,110.575,0.6,0.64,0.0003,0.03
774,OAXACA,"Tehuantepec, Oax.",Tarifas Autorizadas por Gobierno,107.717,0,0.11,0.0003,0.03
775,PUEBLA,"Izúcar de Matamoros, Pue.",Educación,106.776,0,-1.53,0.0003,0.03
776,PUEBLA,"Izúcar de Matamoros, Pue.",Tarifas Autorizadas por Gobierno,126.153,0,4.05,0.0003,0.03
777,QUINTANAROO,"Chetumal, Q. Roo.",Resto de Agropecuarios,112.31,0.72,9.42,0.0003,0.03
778,QUINTANAROO,"Cancún, Q. Roo.",Educación,103.346,0,-5.1,0.0003,0.03
779,QUINTANAROO,"Cancún, Q. Roo.",Frutas y Verduras,103.591,-2.32,-11.82,0.0003,0.03
780,SONORA,"Huatabampo, Son.",Resto de Agropecuarios,114.84,1.71,5.18,0.0003,0.03
781,SONORA,"Esperanza, Son.",Educación,111.095,0,7.11,0.0003,0.03
782,SONORA,"Esperanza, Son.",Resto de Agropecuarios,112.143,-0.08,10.59,0.0003,0.03
